Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
JFIN,Jiayin Group Inc.,11.92,637.72,2019,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jfin
TILE,Interface Inc.,10.91,637.5,1900,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/tile
CAC,Camden National Corporation,41.33,636.87,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/cac
PEBO,Peoples Bancorp Inc.,30.74,636.27,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/pebo
ZUMZ,Zumiez Inc.,24.64,634.26,2005,Consumer Services,Clothing-Shoe-Accessory Stores,https://www.nasdaq.com/symbol/zumz
QYLD,Global X NASDAQ-100 Covered Call ETF,22.41,634.13,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/qyld
AXGN,AxoGen Inc.,16.11,632.4,1900,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn
CONN,"Conn&#39,s Inc.",19.8,632.05,2003,Consumer Services,Consumer Electronics-Video Chains,https://www.nasdaq.com/symbol/conn
CRTX,Cortexyme Inc.,23.54,631.84,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crtx
LMAT,LeMaitre Vascular Inc.,31.71,629.35,2006,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/lmat
PLAB,Photronics Inc.,9.38,629.08,1987,Technology,Semiconductors,https://www.nasdaq.com/symbol/plab
WINA,Winmark Corporation,166,627.7,1900,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/wina
UBNK,United Financial Bancorp Inc. ,12.24,626.11,1900,Finance,Banks,https://www.nasdaq.com/symbol/ubnk
FFWM,First Foundation Inc.,14.01,625.36,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/ffwm
ACHN,Achillion Pharmaceuticals Inc.,4.47,624.43,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/achn
NCMI,National CineMedia Inc.,7.9,623.89,2007,Consumer Services,Advertising,https://www.nasdaq.com/symbol/ncmi
BOOM,DMC Global Inc.,42.52,622.75,1900,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/boom
MSBI,Midland States Bancorp Inc.,25.55,622.48,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/msbi
TPIC,TPI Composites Inc.,17.69,621.87,2016,Energy,Industrial Machinery Components,https://www.nasdaq.com/symbol/tpic
SGH,SMART Global Holdings Inc.,26.49,621.56,2017,Technology,Semiconductors,https://www.nasdaq.com/symbol/sgh
NIU,Niu Technologies,8.33,619.23,2018,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/niu
IIIV,i3 Verticals Inc.,22.55,616.7,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/iiiv
TH,Target Hospitality Corp.,5.86,616.7,2018,Consumer Services,Hotels-Resorts,https://www.nasdaq.com/symbol/th
VIOT,Viomi Technology Co. Ltd,8.88,615.09,2018,Consumer Durables,Consumer Electronics-Appliances,https://www.nasdaq.com/symbol/viot
QTNT,Quotient Limited,9.28,614.98,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/qtnt
GLUU,Glu Mobile Inc.,4.19,611.26,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/gluu
MORF,Morphic Holding Inc.,20.02,610.67,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/morf
GPRO,GoPro Inc.,3.96,610.31,2014,Miscellaneous,Industrial Machinery Components,https://www.nasdaq.com/symbol/gpro
LTRPA,Liberty TripAdvisor Holdings Inc.,8.11,608.87,1900,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpa
UEIC,Universal Electronics Inc.,43.77,607.49,1993,Consumer Non-Durables,Consumer Electronics-Appliances,https://www.nasdaq.com/symbol/ueic
DMLP,Dorchester Minerals L.P.,17.5,606.9,1900,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dmlp
ASTE,Astec Industries Inc.,26.93,606.86,1986,Capital Goods,Construction-Ag Equipment-Trucks,https://www.nasdaq.com/symbol/aste
APPS,Digital Turbine Inc.,7.31,606.79,1900,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/apps
PSNL,Personalis Inc.,19.48,606.39,2019,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/psnl
NSSC,NAPCO Security Technologies Inc.,32.77,605.42,1900,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/nssc
SCHN,Schnitzer Steel Industries Inc.,22.54,603.59,1993,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/schn
AEGN,Aegion Corp,19.45,600.9,1900,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/aegn
EUFN,iShares MSCI Europe Financials Sector Index Fund,16.38,599.51,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/eufn
CPRX,Catalyst Pharmaceuticals Inc.,5.82,599.05,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cprx
FORR,Forrester Research Inc.,32.26,598.49,1996,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/forr
LBC,Luther Burbank Corporation,10.65,597.97,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/lbc
TIGR,UP Fintech Holding Limited,4.5,597.54,2019,Finance,Investment Bankers-Brokers-Service,https://www.nasdaq.com/symbol/tigr
OSTK,Overstock.com Inc.,16.75,591.09,2002,Consumer Services,Catalog - Specialty Distribution,https://www.nasdaq.com/symbol/ostk
FEM,First Trust Emerging Markets AlphaDEX Fund,22.78,588.86,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/fem
NCBS,Nicolet Bankshares Inc.,62.98,588.59,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/ncbs
EVER,EverQuote Inc.,22.8,588.38,2018,Technology,Computer Software: Programming Data Processing,https://www.nasdaq.com/symbol/ever
AVRO,AVROBIO Inc.,18.53,586.72,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/avro
AMTBB,Amerant Bancorp Inc.,13.565,586.07,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/amtbb
TGTX,TG Therapeutics Inc.,6.18,585.59,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tgtx
RCKT,Rocket Pharmaceuticals Inc.,11.63,585.55,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rckt
RUTH,"Ruth&#39,s Hospitality Group Inc.",19.37,583.59,2005,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ruth
CRMT,"America&#39,s Car-Mart Inc.",87.16,580.51,1900,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/crmt
SRDX,Surmodics Inc.,43,580.1,1998,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/srdx
FOSL,Fossil Group Inc.,11.49,579.92,1993,Consumer Non-Durables,Consumer Specialties,https://www.nasdaq.com/symbol/fosl
HLIT,Harmonic Inc.,6.46,578.87,1995,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/hlit
MIST,Milestone Pharmaceuticals Inc.,23.57,577.25,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mist
TRMD,TORM plc,7.77,574.2,1900,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/trmd
RILY,B. Riley Financial Inc.,21.24,572.74,1900,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rily
XOG,Extraction Oil & Gas Inc.,4.15,571.63,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/xog
BCEL,Atreca Inc.,20.45,571.53,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bcel
HCCI,Heritage-Crystal Clean Inc.,24.62,570.7,2008,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/hcci
TSC,TriState Capital Holdings Inc.,19.43,569.8,2013,Finance,Major Banks,https://www.nasdaq.com/symbol/tsc
THOR,Synthorx Inc.,17.65,569.49,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/thor
CHSCL,CHS Inc,27.38,566.77,1900,Consumer Services,Farming-Seeds-Milling,https://www.nasdaq.com/symbol/chscl
ITRN,Ituran Location and Control Ltd.,26.9,566.01,2005,Technology,Electronic Components,https://www.nasdaq.com/symbol/itrn
HSKA,Heska Corporation,72.46,564.94,1997,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/hska
RBBN,Ribbon Communications Inc. ,5.13,564.34,1900,Technology,EDP Services,https://www.nasdaq.com/symbol/rbbn
QCRH,QCR Holdings Inc.,35.71,563.49,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/qcrh
ATRS,Antares Pharma Inc.,3.45,562.56,1900,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/atrs
BMRC,Bank of Marin Bancorp,41.22,562.38,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/bmrc
STML,Stemline Therapeutics Inc.,12.78,561.75,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/stml
JOUT,Johnson Outdoors Inc.,55.66,559.39,1900,Consumer Non-Durables,Recreational Products - Toys,https://www.nasdaq.com/symbol/jout
QNST,QuinStreet Inc.,11.15,559.2,2010,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/qnst
RTRX,Retrophin Inc.,13.01,558.83,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rtrx
QADB,QAD Inc.,28.3,555.77,1900,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qadb
ULH,Universal Logistics Holdings Inc.,19.48,552.92,1900,Transportation,Trucking Freight-Courier Services,https://www.nasdaq.com/symbol/ulh
FYX,First Trust Small Cap Core AlphaDEX Fund,57.31,550.18,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/fyx
KPTI,Karyopharm Therapeutics Inc.,8.88,549.85,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kpti
UIHC,United Insurance Holdings Corp.,12.65,546.87,1900,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/uihc
MBUU,Malibu Boats Inc.,26.18,545.88,2014,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mbuu
FFIC,Flushing Financial Corporation,19.36,545.72,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/ffic
WTRE,Watford Holdings Ltd.,23.95,543.48,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/wtre
OSPN,OneSpan Inc.,13.47,543.32,1900,Technology,EDP Services,https://www.nasdaq.com/symbol/ospn
FLIC,The First of Long Island Corporation,21.99,542.52,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/flic
HAFC,Hanmi Financial Corporation,17.54,542.48,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/hafc
FBMS,The First Bancshares Inc.,31.45,539,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/fbms
NEXT,NextDecade Corporation,4.86,537.2,2015,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/next
TNAV,Telenav Inc.,11.34,535.51,2010,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/tnav
PNQI,Invesco Nasdaq Internet ETF,132.21,535.45,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/pnqi
FMBH,First Mid Bancshares Inc.,32.01,534.45,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/fmbh
BDGE,Bridge Bancorp Inc.,26.9,533.8,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/bdge
VFF,Village Farms International Inc.,10.82,532.17,1900,Consumer Non-Durables,Farming-Seeds-Milling,https://www.nasdaq.com/symbol/vff
PGC,Peapack-Gladstone Financial Corporation,27.32,531.55,1900,Finance,Commercial Banks,https://www.nasdaq.com/symbol/pgc
AUPH,Aurinia Pharmaceuticals Inc,5.78,530.78,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph
IPHS,Innophos Holdings Inc.,26.92,530.09,2006,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/iphs
PACQ,Pure Acquisition Corp.,10.22,528.89,2018,Finance,Business Services,https://www.nasdaq.com/symbol/pacq
DXPE,DXP Enterprises Inc.,30.01,528.4,1900,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/dxpe
ECHO,Echo Global Logistics Inc.,19.33,527.37,2009,Transportation,Oil Refining-Marketing,https://www.nasdaq.com/symbol/echo
TCX,Tucows Inc.,49.33,526.03,1900,Technology,EDP Services,https://www.nasdaq.com/symbol/tcx
WIFI,Boingo Wireless Inc.,11.92,525.8,2011,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/wifi
RECN,Resources Connection Inc.,16.46,524.21,2000,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/recn
LOOP,Loop Industries Inc.,13.4,522.77,1900,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/loop
FDEF,First Defiance Financial Corp.,26.42,521.21,1900,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fdef
TBBK,The Bancorp Inc.,9.18,521.19,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/tbbk
EXPI,eXp World Holdings Inc.,8.33,520.84,1900,Finance,Real Estate,https://www.nasdaq.com/symbol/expi
CLOU,Global X Cloud Computing ETF,15.78,518.49,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/clou
CLLS,Cellectis S.A.,12.14,515.29,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/clls
IMXI,International Money Express Inc.,13.53,513.91,2017,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/imxi
FEP,First Trust Europe AlphaDEX Fund,33.15,513.83,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/fep
RPAY,Repay Holdings Corporation,12.03,513.78,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rpay
FLMN,Falcon Minerals Corporation,5.98,513.45,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmn
MTRX,Matrix Service Company,19.04,510.41,1990,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/mtrx
KNSA,Kiniksa Pharmaceuticals Ltd.,9.29,509.63,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/knsa
TMDX,TransMedics Group Inc.,24.13,509.6,2019,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/tmdx
PLUG,Plug Power Inc.,2.15,509.43,1999,Energy,Industrial Machinery Components,https://www.nasdaq.com/symbol/plug
CSTE,Caesarstone Ltd.,14.77,508.02,2012,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cste
PUB,"People&#39,s Utah Bancorp",26.94,507.21,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/pub
FITBI,Fifth Third Bancorp,28.17,507.06,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/fitbi
FCBC,First Community Bankshares Inc.,32.35,505.86,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbc
MBWM,Mercantile Bank Corporation,30.77,505.38,1998,Finance,Major Banks,https://www.nasdaq.com/symbol/mbwm
OKDCC,Eaton Vance NextShares Trust II,100.06,505.3,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/okdcc
GMHI,Gores Metropoulos Inc.,10.1,505,2019,Finance,Business Services,https://www.nasdaq.com/symbol/gmhi
GRSH,Gores Holdings III Inc.,10.07,503.5,2018,Finance,Business Services,https://www.nasdaq.com/symbol/grsh
KBWB,Invesco KBW Bank ETF,46.78,502.89,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/kbwb
CARE,Carter Bank & Trust,19.085,502.58,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/care
HTBK,Heritage Commerce Corp,11.55,502.41,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/htbk
AUDC,AudioCodes Ltd.,17.2,501.82,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc
LASR,nLIGHT Inc.,13.29,500.87,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/lasr
CHSCM,CHS Inc,26.32,500.08,1900,Consumer Services,Farming-Seeds-Milling,https://www.nasdaq.com/symbol/chscm
RDIB,Reading International Inc,22,499.14,1900,Consumer Services,Movies-Entertainment,https://www.nasdaq.com/symbol/rdib
AKBA,Akebia Therapeutics Inc.,4.19,498.04,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akba
AMAL,Amalgamated Bank,15.6,497.24,2018,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/amal
HYAC,Haymaker Acquisition Corp. II,9.94,497,2019,Finance,Business Services,https://www.nasdaq.com/symbol/hyac
XENT,Intersect ENT Inc.,15.77,496.33,2014,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/xent
COHU,Cohu Inc.,12.06,495.61,1900,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/cohu
VKTX,Viking Therapeutics Inc.,6.85,494.64,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vktx
DEAC,Diamond Eagle Acquisition Corp.,9.85,492.5,2019,Finance,Business Services,https://www.nasdaq.com/symbol/deac
THFF,First Financial Corporation Indiana,40.04,492.1,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/thff
FRPH,FRP Holdings Inc.,49.84,491.59,1900,Finance,Real Estate,https://www.nasdaq.com/symbol/frph
ADTN,ADTRAN Inc.,10.28,491.48,1994,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/adtn
YORW,The York Water Company,37.8,490.48,1900,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/yorw
HSII,Heidrick & Struggles International Inc.,25.58,489.39,1999,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/hsii
ERII,Energy Recovery Inc.,8.9,489.19,2008,Technology,Industrial Machinery Components,https://www.nasdaq.com/symbol/erii
SBT,Sterling Bancorp Inc.,9.66,487.99,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sbt
CCD,Calamos Dynamic Convertible & Income Fund,19.92,486.6,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/ccd
CENX,Century Aluminum Company,5.47,486.25,1996,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/cenx
VECO,Veeco Instruments Inc.,9.91,485.31,1994,Technology,Industrial Machinery Components,https://www.nasdaq.com/symbol/veco
DMRC,Digimarc Corporation,38.99,484.77,1900,Technology,EDP Services,https://www.nasdaq.com/symbol/dmrc
USAT,USA Technologies Inc.,8.07,484.21,1900,Miscellaneous,Office Equipment-Supplies-Services,https://www.nasdaq.com/symbol/usat
CASA,Casa Systems Inc.,5.75,483.18,2017,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/casa
ITCI,Intra-Cellular Therapies Inc.,8.73,481.66,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/itci
ACLS,Axcelis Technologies Inc.,14.88,481.1,2000,Technology,Industrial Machinery Components,https://www.nasdaq.com/symbol/acls
RVNC,Revance Therapeutics Inc.,10.88,479.84,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rvnc
HCKT,The Hackett Group Inc.,16.06,479.49,1900,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/hckt
KRTX,Karuna Therapeutics Inc.,20.46,479.02,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/krtx
SIBN,SI-BONE Inc.,19.2,476.18,2018,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/sibn
GRBK,Green Brick Partners Inc.,9.41,475.69,1900,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/grbk
BOMN,Boston Omaha Corporation,20.66,475.38,1900,Finance,Real Estate,https://www.nasdaq.com/symbol/bomn
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,26.28,474.35,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/fvc
MESO,Mesoblast Limited,4.785,473.84,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/meso
AUTL,Autolus Therapeutics plc,10.52,473.21,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/autl
PRMW,Primo Water Corporation,12,470.62,2010,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/prmw
AROW,Arrow Financial Corporation,32.32,469.26,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/arow
HMTV,Hemisphere Media Group Inc.,11.87,468.53,1900,Consumer Services,Television Services,https://www.nasdaq.com/symbol/hmtv
PSCH,Invesco S&P SmallCap Health Care ETF,114.26,468.47,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/psch
